"","id","family_id","name","latitude","longitude"
"18597","para1320","aust1307","Paranan-Pahanan",17.04111,122.37028
"18665","pata1260","aust1307","Patani",0.34096,128.634
"18671","pate1247","aust1307","Patep",-6.91988,146.639
"18679","patp1243","aust1307","Patpatar",-3.74711,152.493
"18684","patt1249","aust1307","Kelantan-Pattani Malay",6.38148,101.41
"18692","paul1238","aust1307","Paulohi",-3.25404,128.779
"18700","pauw1243","aust1307","Pauwi",-1.65,137.8
"18737","peka1242","aust1307","Pekal",-3.02248,101.691
"18771","penc1239","aust1307","Penchal",-2.29891,147.81
"18773","pend1242","aust1307","Pendau",-0.11396,119.862
"18786","penr1237","aust1307","Māngarongaro",-9.082238,-157.922908
"18799","pera1256","aust1307","Peranakan Indonesian",-7.982,112.619
"18800","pera1257","aust1307","Perai",-7.62349,126.576
"18834","peta1245","aust1307","Petats",-5.34068,154.593
"18910","piam1242","aust1307","Piamatsina",-14.9959,166.738
"18951","pije1237","aust1307","Pije",-20.7824,164.942
"18961","pile1238","aust1307","Vaeakau-Taumako",-10.173335,166.247188
"18979","ping1243","aust1307","Pingelapese",6.20743,160.711
"19041","piuu1237","aust1307","Piu",-6.96694,146.455
"19056","plat1254","aust1307","Plateau Malagasy",-19.5907,47.1211
"19077","pode1237","aust1307","Podena",-2.20572,139.456
"19086","pohn1238","aust1307","Pohnpeian",6.87212,158.223
"19111","poll1238","aust1307","Pollapese",7.638875,149.428723
"19113","polo1242","aust1307","Polonombauk",-15.4653,167.09
"19118","pomm1237","aust1307","Pom",-1.64224,135.619
"19128","pona1250","aust1307","Ponam",-1.91705,146.887
"19140","pono1240","aust1307","Ponosakan",0.91716,124.712
"19162","poro1253","aust1307","Porohanon",10.6726,124.454
"19169","port1285","aust1307","Port Sandwich",-16.4952,167.78
"19170","port1286","aust1307","Daakie",-16.3083,168.046
"19249","pudt1235","aust1307","Pudtol Atta",18.2112,121.379
"19258","puka1242","aust1307","Pukapuka",-10.91,-165.83
"19260","puka1244","aust1307","Pukaunu",-8.405661,122.690759
"19277","pulu1242","aust1307","Puluwatese",7.35695,149.2005
"19284","puna1266","aust1307","Punan Tubu",2.86972,116.26
"19285","puna1267","aust1307","Punan Aput",1.38035,116.089
"19286","puna1268","aust1307","Punan Merah",0.50763,115.588
"19293","puna1275","aust1307","Punan Bah-Biau",2.27377,113.156
"19296","puna1278","aust1307","Punan Batu 1",2.65327,113.93
"19352","puyu1239","aust1307","Puyuma",22.643,120.996
"19353","pwaa1237","aust1307","Pwaamei",-20.8442,164.77
"19354","pwap1237","aust1307","Pwapwa",-20.8133,164.556
"19476","rade1240","aust1307","Rade",12.979,108.41
"19482","raha1237","aust1307","Rahambuu",-3.24627,121.059
"19495","raiv1237","aust1307","Raivavae",-23.86742,-147.6551
"19498","raja1254","aust1307","Rajah Kabunsuwan Manobo",8.2934,126.266
"19508","rajo1237","aust1307","Rajong",-8.658096,120.874418
"19512","raka1237","aust1307","Rakahanga-Manihiki",-10.03,-161.09
"19536","ramo1244","aust1307","Ramoaaina",-4.17306,152.451
"19539","ramp1243","aust1307","Rampi",-2.1399,120.356
"19568","rapa1244","aust1307","Rapanui",-27.113,-109.342
"19569","rapa1245","aust1307","Mangaia-Old Rapa",-27.6304,-144.338
"19574","rara1235","aust1307","Rara Bakati'",1.27026,109.539
"19577","raro1241","aust1307","Southern Cook Island Maori",-21.23,-159.78
"19586","rata1244","aust1307","Ratahan",1.07592,124.858
"19587","rata1245","aust1307","Ratagnon",12.2785,121.187
"19597","rats1237","aust1307","Ratsua",-5.5245,154.8006
"19639","reja1240","aust1307","Rejang",-3.33056,102.434
"19640","reja1241","aust1307","Rejang Kayan",2.71903,114.169
"19647","remb1250","aust1307","Rembong-Wangka",-8.53361,120.973
"19649","remo1247","aust1307","Hatang Kayi",14.6254,121.453
"19655","remu1237","aust1307","Remun",1.26305,110.82
"19664","renn1242","aust1307","Rennell-Bellona",-11.6237,160.265
"19665","repa1237","aust1307","Repanbitip",-16.3265,167.619
"19669","rere1240","aust1307","Rerep",-16.2934,167.651
"19702","ribu1241","aust1307","Ribun",0.32189,110.207
"19719","ring1244","aust1307","Ringgou",-10.5515,123.311
"19730","riri1237","aust1307","Ririo",-6.88927,156.92
"19735","riun1237","aust1307","Riung",-8.60342,121.122
"19786","roma1332","aust1307","Roma",-7.58643,127.428
"19794","romb1245","aust1307","Romblomanon",12.4047,122.56
"19805","rong1269","aust1307","Rongga",-8.84604,120.702
"19810","ronj1237","aust1307","Ronji",-5.80782,146.731
"19813","roon1237","aust1307","Roon",-2.43005,134.556
"19818","rori1237","aust1307","Mores",-15.4048,166.843
"19832","rotu1241","aust1307","Rotuman",-12.5008,177.066
"19835","rovi1238","aust1307","Roviana",-8.20493,157.408
"19860","ruka1240","aust1307","Rukai",22.7738,120.844
"19886","rung1259","aust1307","Rungus",6.83989,116.743
"19933","saaa1240","aust1307","Sa'a",-9.60258,161.467
"19934","saaa1241","aust1307","Sa",-15.9534,168.228
"19947","saar1237","aust1307","Saaroa",23.2632,120.711
"19954","saba1263","aust1307","Sabah Malay",4.64808,117.024
"19956","saba1265","aust1307","Sa'ban",3.58723,115.664
"19957","saba1267","aust1307","Sabah Bisaya",5.30433,115.512
"19966","saba1284","aust1307","Sabah Iranun",6.35,116.43
"19979","sabu1255","aust1307","Hawu",-10.5522,121.847
"20037","sais1237","aust1307","Saisiyat",24.6043,121.067
"20039","saja1241","aust1307","Sajau-Latti",2.43432,117.401
"20047","saka1289","aust1307","Wanohe",-15.0757,167.051
"20049","saka1291","aust1307","West Malagasy Sakalava",-20.28,44.32
"20066","saki1247","aust1307","Sakizaya",24.026316,121.531394
"20080","sala1269","aust1307","Salas",-3.14654,130.53
"20095","sale1244","aust1307","Saleman",-2.82548,129.427
"20098","sali1295","aust1307","Saliba",-10.6148,150.727
"20111","salu1253","aust1307","Saluan",-0.873,122.746
"20171","samo1305","aust1307","Samoan",-13.92,-171.83
"20249","sang1334","aust1307","Sangar",-8.376,118.29287
"20251","sang1336","aust1307","Sangir",3.50554,125.56523
"20252","sang1337","aust1307","Sangil",5.40229,125.378
"20254","sang1339","aust1307","Sanggau",-0.13152,110.404
"20426","sapa1251","aust1307","Saparua",-3.58314,128.639
"20436","sapo1253","aust1307","Saposa",-5.64103,154.732
"20442","sapw1237","aust1307","Sapwuahfik",5.78928,157.15965
"20456","sara1323","aust1307","Sarasira",-6.18,146.4
"20459","sara1326","aust1307","Sarangani Blaan",6.03691,125.354
"20460","sara1327","aust1307","Sarangani Manobo",5.84903,125.499
"20462","sara1329","aust1307","Sara Bakati'",1.20403,109.6155
"20502","saru1242","aust1307","Sarudu",-1.7094,119.349
"20510","sasa1249","aust1307","Sasak",-8.58349,116.284
"20519","sata1237","aust1307","Satawalese",7.36084,147.038
"20548","sawa1247","aust1307","Sawai",0.51111,128.086
"20594","sebe1242","aust1307","Seberuang",-0.02463,111.212
"20597","sebo1238","aust1307","Sebop",3.42701,114.178
"20600","sebu1243","aust1307","Sebuyau",1.42104,110.48
"20617","sedo1237","aust1307","Sedoa",-1.37295,120.378
"20623","sega1243","aust1307","Segai",1.97695,116.954
"20635","seim1238","aust1307","Seimat",-1.2666667,144.25
"20636","seit1239","aust1307","Seit-Kaitetu",-3.6111,128.068
"20639","seka1247","aust1307","Sekar",-2.65849,132.469
"20640","seka1248","aust1307","Sekapan",2.47567,113.562
"20644","seke1241","aust1307","Seke (Vanuatu)",-15.8839,168.197
"20648","seko1242","aust1307","Seko Tengah",-2.22069,119.823
"20649","seko1243","aust1307","Seko Padang",-2.14311,119.959
"20658","sela1259","aust1307","Selaru",-8.18376,130.961
"20659","sela1260","aust1307","Selayar",-6.10145,120.496
"20673","selu1242","aust1307","Seluwasan",-7.59918,131.25
"20674","selu1243","aust1307","Selungai Murut",4.34788,116.45
"20681","sema1269","aust1307","Onya Darat",-0.75188,110.527
"20684","semb1240","aust1307","Sembakung Murut",4.22102,116.799
"20722","seng1281","aust1307","Sengseng",-6.16474,149.784
"20741","sepa1241","aust1307","Sepa (Papua New Guinea)",-4.27,144.965
"20742","sepa1242","aust1307","Sepa (Indonesia)",-3.36682,129.243
"20755","sera1260","aust1307","Sera",-2.9854,141.951
"20774","seri1255","aust1307","Serili",-8.11241,129.901
"20786","seru1244","aust1307","Serui-Laut",-1.87766,136.252
"20787","seru1245","aust1307","Serua",-6.31107,130.017294
"20788","seru1246","aust1307","Serudung Murut",4.39954,117.279
"20818","sewa1251","aust1307","Sewa Bay",-10.0277,150.956
"20889","shar1244","aust1307","Ngen",-15.255284,167.138859
"21050","sian1254","aust1307","Siang",-0.38398,114.693
"21051","sian1255","aust1307","Sihan",2.66154,113.843
"21053","siar1238","aust1307","Siar-Lak",-4.62059,152.892
"21075","sibu1258","aust1307","Sibu Melanau",2.26758,111.763
"21095","siee1239","aust1307","Sie",-18.8181,169.166
"21122","sika1261","aust1307","Sikaiana",-8.37701,162.72522
"21123","sika1262","aust1307","Sika",-8.67302,122.38
"21132","siku1242","aust1307","Sikule",2.69113,95.9636
"21166","simb1256","aust1307","Simbo",-8.26947,156.541
"21172","sime1241","aust1307","Simeulue",2.50288,96.2757
"21182","sina1266","aust1307","Sinaugoro",-9.79791,147.861
"21243","sioo1240","aust1307","Sio",-5.96037,147.353
"21259","sira1267","aust1307","Sirayaic",22.9777,120.315
"21287","sisi1250","aust1307","Sisiqa",-7,156.83
"21289","siss1243","aust1307","Sissano",-3.01976,142.049
"21357","sobe1238","aust1307","Sobei",-1.86998,138.75
"21398","solo1257","aust1307","Solos",-5.41042,154.624
"21399","solo1258","aust1307","Solong",-5.86129,148.825
"21454","sons1242","aust1307","Sonsorol",5.328596,132.221282
"21483","sori1242","aust1307","Sori-Harengan",-1.98384,146.642
"21721","sout2856","aust1307","Nafsan",-17.7006,168.377
"21722","sout2857","aust1307","Nahavaq",-16.5116,167.477
"21724","sout2859","aust1307","Southeast Ambrym",-16.2975,168.211
"21728","sout2866","aust1307","South Marquesan",-9.75663,-138.979
"21731","sout2869","aust1307","Southwest Tanna",-19.57953,169.35603
"21738","sout2877","aust1307","South Watut",-7.03751,146.409
"21744","sout2883","aust1307","Southeast Babar",-7.94359,129.8
"21755","sout2895","aust1307","South Nuaulu",-3.23411,129.148
"21756","sout2896","aust1307","Eastern Atadei",-8.49783,123.531
"21764","sout2905","aust1307","Southern Alta",15.1841,121.054
"21766","sout2908","aust1307","Bangad",17.2936,121.068
"21769","sout2912","aust1307","Coastal-Virac Bikol",13.6989,124.29
"21772","sout2916","aust1307","Southwest Palawano",8.67624,117.36
"21774","sout2918","aust1307","Southern Sama",4.755836,119.483887
"21776","sout2920","aust1307","Southern Betsimisaraka Malagasy",-22.8,47.82
"21859","sout3010","aust1307","Southern Roglai",11.3003,108.318
"21982","sout3241","aust1307","Southern Tidung",4,117.75
"22142","sowa1244","aust1307","Sowa",-15.82653,168.18653
"22172","sril1245","aust1307","Sri Lanka Malay",6.91603,79.864
"22193","stan1306","aust1307","Standard Malay",3.08896,101.699
"22234","suau1242","aust1307","Suau",-10.6606,150.21
"22253","sude1239","aust1307","Sudest",-11.5229,153.488
"22268","sugu1243","aust1307","Sugut Dusun",6.14235,117.176
"22288","suku1264","aust1307","Sukurum",-6.28,146.34187
"22292","sula1245","aust1307","Sanana",-2.30765,125.966
"22295","sula1248","aust1307","Sula",-2.30765,125.9656
"22305","sulo1237","aust1307","Sulod",11.2473,122.551
"22322","sumb1241","aust1307","Sumbawa",-8.71919,117.472
"22336","sund1252","aust1307","Sundanese",-6.89708,107.106
"22338","sund1255","aust1307","Old Sundanese",-7.1,108.3
"22380","suri1273","aust1307","Surigaonon",9,126
"22392","surs1246","aust1307","Sursurunga",-3.99078,152.768
"22414","suwa1241","aust1307","Suwawa",0.4907,123.362
"22502","tady1237","aust1307","Tadyawan",13.0211,121.305
"22503","taee1237","aust1307","Tae'",-2.58205,120.139
"22515","taga1268","aust1307","Tagakaulu Kalagan",6.45338,125.426
"22517","taga1270","aust1307","Tagalog",14.06,121.747
"22519","taga1272","aust1307","Tagabawa",6.9712,125.175
"22520","taga1273","aust1307","Tagal Murut",4.42907,116.177
"22528","tagb1258","aust1307","Tagbanwa",9.54263,118.497
"22541","tahi1242","aust1307","Tahitian",-17.6485,-149.45
"22606","taje1237","aust1307","Taje",-0.72583,120.078
"22608","taji1246","aust1307","Tajio",-0.31553,120.01
"22629","taki1248","aust1307","Takia",-4.69057,145.975
"22640","taku1257","aust1307","Takuu",-4.773094,157.032085
"22648","tala1285","aust1307","Talaud",4.11846,126.795
"22661","tali1259","aust1307","Talise",-9.76764,160.231
"22664","tali1262","aust1307","Taliabu",-1.79516,124.869
"22676","talo1251","aust1307","Talondo'",-2.4525,119.35
"22677","talo1252","aust1307","Taloki",-4.6478,122.872
"22680","talu1239","aust1307","Talur",-7.88553,126.336
"22693","tama1335","aust1307","Taman (Indonesia)",1.00003,112.975
"22703","tamb1253","aust1307","Tambotalo",-15.5004,167.139
"22704","tamb1254","aust1307","Tambunan Dusun",5.68284,116.373
"22716","tami1290","aust1307","Tami",-6.70017,147.732
"22734","tamp1254","aust1307","Tampias Lobu",5.72467,116.789
"22745","tana1281","aust1307","Tanapag",15.237,145.757
"22761","tand1253","aust1307","Tandia",-2.84228,134.532
"22764","tand1256","aust1307","Tandroy Malagasy",-24.80155,45.9
"22766","tand1258","aust1307","Tandaganon",8.9815,126.186
"22768","tane1237","aust1307","Tanema",-11.68,166.97
"22785","tang1347","aust1307","Movono",-15.5643,166.958
"22786","tang1348","aust1307","Tangga",-4.08824,153.611
"22810","tang1385","aust1307","Tangerang Sundanese",-6.2001674,106.4671383
"22812","tani1255","aust1307","Tanimbili",-11.2975,166.507
"22830","tano1246","aust1307","Tanosy Malagasy",-24.9186,47.1357
"22898","taro1264","aust1307","Seediq",23.9032,121.358
"22902","tarp1240","aust1307","Tarpia",-2.322279,140.115497
"22917","tasm1246","aust1307","Tasmate",-15.0792,166.664
"22921","tata1257","aust1307","Tatana",5.49808,115.553
"22940","taup1242","aust1307","Taupota",-10.2275,150.373
"22944","taus1251","aust1307","Tausug",5.12236,118.88
"22947","taut1234","aust1307","Taut Batu",8.88129,117.673091
"22951","tava1241","aust1307","Tavalong-Vataan",23.635064,121.422761
"22964","tawa1275","aust1307","Tawala",-10.3115,150.644
"22975","tawo1243","aust1307","Tawoyan",-1.30017,115.204
"23002","tbol1240","aust1307","Tboli",6.20377,124.538
"23012","tean1237","aust1307","Teanu",-11.6752,166.868
"23060","tela1241","aust1307","Tela-Masbuar",-8.01195,129.687
"23070","telu1263","aust1307","Teluti",-3.2969,129.663
"23102","temp1235","aust1307","Tempasuk Dusun",6.36389,116.545
"23104","temu1239","aust1307","Temuan",2.78176,101.906
"23117","teng1267","aust1307","Tenggarong Kutai Malay",0.71803,117.645
"23122","teng1272","aust1307","Tengger",-7.89069,113.037
"23126","teni1244","aust1307","Tenis",-1.65074,150.672
"23136","teop1238","aust1307","Teop",-5.67474,154.971
"23138","teor1240","aust1307","Teor",-4.74159,131.737
"23164","tere1276","aust1307","Terebu",-3.68721,143.835
"23175","term1237","aust1307","Termanu",-10.7326,123.169
"23184","tesa1236","aust1307","Tesaka Malagasy",-23.3,47.33
"23201","tetu1245","aust1307","Tetum",-9.11217,125.528
"23202","tetu1246","aust1307","Tetun Dili",-8.58405,125.583
"23205","teun1241","aust1307","Te'un",-6.97086,129.143718
"23252","thao1240","aust1307","Thao",23.8333,120.93
"23309","tial1239","aust1307","Tiale",-15.2334,166.842
"23312","tian1237","aust1307","Tiang",-2.95505,150.935
"23338","tidu1239","aust1307","Tidung",3.937955,117.55143
"23352","tiga1245","aust1307","Tigak",-2.70951,150.893
"23368","tiii1241","aust1307","Tii",-10.8425,122.963
"23377","tiko1237","aust1307","Tikopia",-12.2766,168.822
"23406","timu1262","aust1307","Timugon Murut",5.1796,115.826
"23412","tina1248","aust1307","Tinà Sambal",15.5797,120.095
"23433","tino1235","aust1307","Tinoc Kallahan",16.7899,120.994
"23435","tinp1237","aust1307","Tinputz",-5.58358,154.972
"23456","tiri1258","aust1307","Tiri-Mea",-21.8147,165.792
"23461","tiru1241","aust1307","Tiruray",6.77321,124.127
"23466","tita1241","aust1307","Titan",-2.18168,146.888
"23519","toab1237","aust1307","To'abaita",-8.39233,160.619
"23525","toba1266","aust1307","Tobati",-2.56434,140.71
"23536","tobi1238","aust1307","Tobian",3.004528,131.171295
"23537","tobi1239","aust1307","Tobilung",6.56097,116.67
"23572","toke1240","aust1307","Tokelau",-9.227642,-171.780833
"23590","tola1247","aust1307","Tolaki",-4.03577,121.888
"23600","tolo1255","aust1307","Tolomako",-15.1569,166.772
"23607","toma1248","aust1307","Tomadino",-2.56493,121.944
"23608","tomb1243","aust1307","Tombulu",1.39715,124.754
"23609","tomb1244","aust1307","Tombonuo",6.2892,117.322
"23610","tomb1245","aust1307","Tombelala",-2.50998,121.915
"23615","tomi1243","aust1307","Tomini",0.42569,120.89
"23621","tomo1244","aust1307","Tomoip",-5.30721,151.828
"23630","tond1251","aust1307","Tondano",1.28024,124.964
"23647","tong1325","aust1307","Tonga (Tonga Islands)",-21.17,-175.25
"23661","tons1239","aust1307","Tonsawang",1.0539,124.652
"23662","tons1240","aust1307","Tonsea",1.51393,125.052
"23663","tont1239","aust1307","Tontemboan",1.24813,124.654
"23671","topo1243","aust1307","Topoiyo",-2.06702,119.314
"23674","tora1259","aust1307","Torau",-6.19922,155.496
"23676","tora1261","aust1307","Toraja-Sa'dan",-2.97144,119.829
"23714","toto1304","aust1307","Totoli",1.14995,120.875
"23727","tour1243","aust1307","Toura (Papua New Guinea)",-9.10008,146.988
"23778","trin1271","aust1307","Tringgus-Sembaan Bidayuh",1.4313,109.95
"23780","trin1273","aust1307","Tring",1.335,110.036
"23809","tsat1238","aust1307","Tsat",18.3192,109.336
"23828","tsim1257","aust1307","Tsimihety Malagasy",-15.4294,48.8102
"23850","tsou1248","aust1307","Tsou",23.216,120.787
"23869","tuam1242","aust1307","Tuamotuan",-16.17259,-146.321755
"23886","tugu1245","aust1307","Tugun",-7.72555,126.7
"23897","tuka1248","aust1307","Tukang Besi North",-5.30994,123.578
"23898","tuka1249","aust1307","Tukang Besi South",-5.7478,123.948
"23906","tuku1254","aust1307","Tukudede",-8.6788,125.283
"23916","tule1244","aust1307","Tulehu",-3.57785,128.31
"23921","tulu1259","aust1307","Tulu-Bohuai",-2.14155,146.934
"23935","tuml1238","aust1307","Tumleo",-3.14955,142.346
"23960","tung1290","aust1307","Tungag",-2.52188,150.198
"23973","tunj1244","aust1307","Tunjung",-0.29048,115.883
"24055","tuto1241","aust1307","Tutong",4.74327,114.638
"24059","tutu1241","aust1307","Tutuba",-15.580667,167.268889
"24064","tuva1244","aust1307","Tuvalu",-8.520813,179.198088
"24067","tuwa1243","aust1307","Tuwali Ifugao",16.6646,121.113
"24109","uabm1237","aust1307","Uab Meto",-9.77284,124.144
"24126","ubir1237","aust1307","Ubir",-9.59044,149.396
"24163","ughe1237","aust1307","Ughele",-8.45725,157.341
"24177","ujir1237","aust1307","Ujir",-5.69329,134.257
"24188","ukit1237","aust1307","Ukit",2.42408,113.81962
"24208","ulau1237","aust1307","Ulau-Suain",-3.32876,142.845
"24215","ulit1238","aust1307","Ulithian",9.961388,139.603611
"24232","ulum1237","aust1307","Ulumanda'",-3.00933,118.994
"24240","umaa1242","aust1307","Uma",-1.70416,119.968
"24247","umal1238","aust1307","Uma' Lung",3.25,116.5
"24248","umal1239","aust1307","Uma' Lasan",2.14141,114.205
"24274","umir1236","aust1307","Umiray Dumaget Agta",14.8757,121.508
"24339","unde1235","aust1307","Unde Kaili",-0.85876,119.673
"24342","unea1237","aust1307","Uneapa",-4.89383,149.141
"24360","unua1237","aust1307","Unua",-16.2638,167.599
"24362","unub1234","aust1307","Unubahe",-10.3652,150.2683
"24482","uppe1427","aust1307","Upper Kinabatangan",5.31911,116.901
"24538","urak1238","aust1307","Urak Lawoi'",7.5258,99.0768
"24550","urav1235","aust1307","Ura (Vanuatu)",-18.6747,169.084
"24564","urip1239","aust1307","Uripiv-Wala-Rano-Atchin",-16.00951,167.34643
"24578","urua1242","aust1307","Uruava",-6.23314,155.573
"24580","urua1244","aust1307","Uruangnirin",-3.45498,132.745
"24676","vagh1249","aust1307","Vaghua",-6.68712,156.542
"24709","valp1237","aust1307","Valpei",-14.712,166.606
"24712","vama1243","aust1307","Vamale",-20.7708,165.04
"24723","vang1243","aust1307","Vangunu",-8.66826,157.997
"24730","vano1237","aust1307","Lovono",-11.6107,166.7984
"24737","vaoo1237","aust1307","Vao-Vovo",-15.898299,167.309973
"24742","vari1239","aust1307","Varisi",-6.83443,156.655
"24764","vehe1237","aust1307","Vehes",-6.92151,146.895
"24789","vera1241","aust1307","Vera'a",-13.892528,167.428701
"24802","vezo1235","aust1307","Vezo",-23.34,43.67
"24833","vinm1237","aust1307","Neve'ei",-16.2253,167.427
"24849","vivt1234","aust1307","Vivti",-16.28,167.5
"24884","vovo1238","aust1307","Vovo",-15.89842,167.20213
"24892","vuna1239","aust1307","Vunapu",-14.8477,166.691
"24896","vure1239","aust1307","Vurës",-13.905677,167.451412
"24910","waam1236","aust1307","Waamwang",-20.5014,164.409
"24916","wabb1237","aust1307","Wab",-5.61216,146.461
"24917","wabo1240","aust1307","Wabo",-1.77297,136.757
"24943","waem1237","aust1307","Wa'ema",-10.2897,150.398
"24944","waer1237","aust1307","Kolor",-8.78645,120.70299
"24954","waga1268","aust1307","Wagawaga",-10.41792,150.37814
"24963","waha1238","aust1307","Eastern Lowland Kenyah",1.56635,116.655
"24977","waig1244","aust1307","Waigeo",-0.17957,130.917
"24984","wail1242","aust1307","Ale",-15.5656,166.902
"24988","waim1251","aust1307","Waima",-8.67145,146.544
"24989","waim1252","aust1307","Waima'a",-8.53416,126.317
"25018","wakd1237","aust1307","Wakde",-1.98457,139.008
"25026","wala1266","aust1307","Wala",-8.81936,160.741
"25050","wall1257","aust1307","East Uvean",-13.2903,-176.207
"25073","wamp1247","aust1307","Wampar",-6.67364,146.662
"25074","wamp1248","aust1307","Wampur",-6.33644,146.126
"25095","wand1267","aust1307","Wandamen",-2.25622,133.996
"25139","wanu1241","aust1307","Wanukaka",-9.69834,119.468
"25166","wara1299","aust1307","Waray Sorsogon",12.6795,124.015
"25167","wara1300","aust1307","Waray (Philippines)",11.4911,125.012
"25178","ware1253","aust1307","Warembori",-1.65941,137.566
"25213","waro1242","aust1307","Waropen",-2.31142,136.633
"25224","waru1266","aust1307","Waru",-3.412,122.058
"25258","watu1247","aust1307","Watubela",-4.47294,131.641
"25262","wauy1237","aust1307","Wauyai",-0.2828,130.597
"25268","wawo1239","aust1307","Wawonii",-4.13587,123.1
"25274","waya1268","aust1307","Waya (Western Fijian)",-17.294682,177.123396
"25290","weda1241","aust1307","Wedau",-10.1246,150.172
"25302","weje1237","aust1307","Wewewa",-9.55099,119.349
"25304","wela1235","aust1307","Welaun",-9.097288,125.239513
"25492","west2513","aust1307","West Ambae",-15.4281,167.807
"25495","west2516","aust1307","West Uvean",-20.4145,166.589
"25497","west2519","aust1307","Western Viti Levu-Yasawas Fijian",-17.8355,177.657
"25510","west2535","aust1307","West Masela",-8.1804,129.833
"25513","west2538","aust1307","West Tarangan",-6.62046,134.168
"25515","west2541","aust1307","West Lembata",-8.49669,123.298
"25521","west2548","aust1307","West Damar",-7.12065,128.585
"25527","west2555","aust1307","Western Bukidnon Manobo",7.6682,124.825
"25529","west2557","aust1307","Western Subanon",7.79964,122.341
"25531","west2559","aust1307","Western Tawbuid",12.8227,121.026
"25532","west2560","aust1307","West Coast Bajau",6.00631,116.124
"25534","west2563","aust1307","Western Penan",3.4667,114.523
"25535","west2564","aust1307","West Berawan",3.9815,114.528
"25608","west2650","aust1307","Western Cham",12.4771,104.026
"25848","weta1242","aust1307","Dorig",-14.366666,167.545897
"25867","whit1269","aust1307","Whitesands",-19.5019,169.381
"25947","woge1237","aust1307","Wogeo",-3.20238,144.089
"25951","woii1237","aust1307","Woi",-1.62746,135.484
"25962","wole1240","aust1307","Woleaian",7.37957,143.916
"25964","woli1241","aust1307","Wolio",-5.33,122.67
"25999","wotu1240","aust1307","Wotu",-2.59593,120.9
"26057","wusi1237","aust1307","Kula (Vanuatu)",-15.2786,166.696
"26070","wuvu1239","aust1307","Wuvulu-Aua",-1.73938,142.851
"26092","xara1243","aust1307","Xaragure",-21.8223,166.376
"26093","xara1244","aust1307","Xârâcùù",-21.7034,165.996
"26190","yabe1254","aust1307","Yabem",-6.67052,147.81
"26234","yaka1275","aust1307","Yakaikeke",-10.0852,149.982
"26236","yaka1277","aust1307","Yakan",6.531023,122.021729
"26254","yala1266","aust1307","Yalahatan-Haruru-Awaiya",-3.3619,129.315
"26265","yama1260","aust1307","Yamap",-7.05687,146.817
"26278","yamd1240","aust1307","Yamdena",-7.73722,131.44
"26281","yami1254","aust1307","Yami",22.055,121.544
"26285","yamn1237","aust1307","Yamna",-2.09118,139.206
"26361","yape1248","aust1307","Yapese",9.55811,138.125
"26418","yaur1239","aust1307","Yaur",-3.32519,134.879
"26486","yere1243","aust1307","Yeretuar",-3.01713,134.656
"26557","yoba1237","aust1307","Yoba",-10.2167,149.283
"26560","yoga1237","aust1307","Yogad",16.7015,121.718
"26567","yoke1238","aust1307","Yoke",-1.68798,138.028
"26637","yuag1237","aust1307","Yuaga",-20.5664,164.51
"26728","zaba1237","aust1307","Zabana",-7.74311,158.753
"26812","zaza1245","aust1307","Zazao",-8.18719,159.255
"26828","zena1237","aust1307","Zenag",-6.93858,146.546
"26889","zire1240","aust1307","Zire",-21.6544,165.482
