"","id","family_id","name","latitude","longitude"
"9776","kani1282","aust1307","Kaniet",-1.51777,145.086
"9777","kani1283","aust1307","Kaniet-Dempwolff",-0.892611,145.543794
"9786","kank1243","aust1307","Kankanaey",16.8548,120.689
"9797","kano1244","aust1307","Kanowit-Tanjong Melanau",2.03781,112.383
"9832","kapi1249","aust1307","Kapingamarangi",1.039166,154.797223
"9833","kapi1250","aust1307","Kapin",-7.05732,146.529
"9839","kapp1237","aust1307","Kap",-3.28761,142.659
"9842","kapt1235","aust1307","Kaptiau",-2.388426,139.795818
"9885","kara1486","aust1307","Kara (Papua New Guinea)",-2.81957,151.111
"9886","kara1487","aust1307","Karao",16.5655,120.956
"9888","kara1489","aust1307","Mandaya",7.50481,126.409
"9923","kare1339","aust1307","Karey",-6.74181,134.375
"9955","karn1252","aust1307","Karnai",-5.74133,147.917
"9964","karo1298","aust1307","Karore",-6.15563,149.907
"9965","karo1299","aust1307","Northern Binukidnon",9.992,122.816
"10008","kasi1256","aust1307","Kasiguranin",16.1881,122.118
"10029","katb1237","aust1307","Avava",-16.2701,167.484
"10074","kaul1240","aust1307","Kaulong",-6.08192,149.696
"10079","kaur1269","aust1307","Kaur",-4.6251,103.512
"10087","kava1241","aust1307","Kavalan",24.6947,121.645
"10107","kawe1240","aust1307","Kawe",-0.17313,130.327
"10110","kawi1241","aust1307","Kawi",-7,111
"10124","kaya1320","aust1307","Kayapa Kallahan",16.321,120.9
"10125","kaya1324","aust1307","Kayan Mahakam",0.91787,114.452
"10126","kaya1325","aust1307","Kayan River Kayan",1.78269,115.827
"10138","kaye1241","aust1307","Kayeli",-3.39247,127.118
"10148","kayu1243","aust1307","Kayupulau",-2.54415,140.626
"10156","kazu1245","aust1307","Kazukuru",-8.23886,157.687
"10160","keap1239","aust1307","Keapara",-10.1342,147.95
"10176","keda1251","aust1307","Kedah-Perak Malay",5.933,100.492
"10177","keda1252","aust1307","Kedang",-8.23039,123.77
"10195","keii1239","aust1307","Kei",-5.63948,133.02
"10204","kela1255","aust1307","Kela (Papua New Guinea)",-7.47103,147.173
"10207","kela1258","aust1307","Kelabit",3.31783,115.428
"10215","kele1258","aust1307","Kele (Papua New Guinea)",-2.09163,147.064
"10216","kele1259","aust1307","Keley-i Kallahan",16.7099,121.035
"10230","kema1243","aust1307","Kemak",-9.00299,125.159
"10233","kemb1249","aust1307","Mateq",0.66181,110.468
"10249","kend1254","aust1307","Kendayan-Belangin",1.47957,109.467
"10257","keni1248","aust1307","Keninjal",-0.63184,111.808
"10258","keni1249","aust1307","Keningau Murut",5.42272,116.198
"10282","keoo1238","aust1307","Kéo",-8.8704,121.256
"10285","kepo1237","aust1307","Kepo'",-8.603241,120.775273
"10297","kere1285","aust1307","Kereho",0.64649,113.644
"10304","keri1250","aust1307","Kerinci",-1.93668,101.403
"10325","keta1243","aust1307","Ketangalan",25.0257,121.425
"10429","kheh1237","aust1307","Khehek",-2.06626,146.746
"10568","kili1267","aust1307","Kilivila",-8.72574,151.072
"10576","kima1244","aust1307","Kimaragang",6.61982,116.96
"10595","kina1250","aust1307","Kinaray-a",10.8131,122.297
"10597","kina1252","aust1307","Kinabalian",10.2589,125.2217
"10621","kiok1239","aust1307","Kioko",-4.99012,122.951
"10634","kipu1237","aust1307","Kiput",4.16535,114.367
"10662","kisa1266","aust1307","Kisar",-8.05122,127.18
"10679","kiss1246","aust1307","Kis",-3.83909,143.96
"10732","klia1235","aust1307","Klias River Kadazan",5.39453,115.582
"10742","koba1240","aust1307","Koba",-6.47901,134.61
"10766","kode1237","aust1307","Kodeoha",-3.39566,120.937
"10768","kodi1247","aust1307","Kodi",-9.6373,119.114
"10793","kohi1250","aust1307","Kohin",-1.43973,111.905
"10826","koko1269","aust1307","Kokota",-8.16481,159.191
"10833","kola1285","aust1307","Kola",-5.48833,134.592
"10848","koli1253","aust1307","Kolibugan Subanon",7.77212,122.567
"10864","kolu1245","aust1307","Koluwawa",-9.42742,150.462
"10885","kome1238","aust1307","Komering",-3.79215,105.107
"10901","komo1261","aust1307","Komodo",-8.64518,119.477
"10906","komp1237","aust1307","Kompane",-5.64348,134.742
"10967","kono1269","aust1307","Konomala",-4.16184,152.87
"11044","koro1308","aust1307","Koro-Olrat",-14.2943,167.467
"11045","koro1309","aust1307","Lopohan",-2.03429,147.143
"11046","koro1310","aust1307","Koronadal Blaan",6.20529,125.007
"11047","koro1311","aust1307","Koroni",-2.6367,121.977
"11082","kosr1238","aust1307","Kosraean",5.31,162.98
"11091","kota1275","aust1307","Kota Bangun Kutai Malay",-0.27049,116.297
"11094","kota1278","aust1307","Kota Marudu Tinagas",6.377,116.946
"11095","kota1279","aust1307","Kota Marudu Talantang",6.48554,116.853
"11127","kove1237","aust1307","Kove",-5.58623,149.63
"11130","kowi1239","aust1307","Kowiai",-4.21954,133.468
"11232","kuan1248","aust1307","Kuanua",-4.30986,152.114
"11251","kubu1239","aust1307","Kubu",-2.42661,102.193
"11278","kuij1237","aust1307","Kuijau",5.47179,116.108
"11335","kuli1254","aust1307","Kulisusu",-4.58411,123.045
"11341","kulo1237","aust1307","Pazeh-Kahabu",23.7562,120.976
"11342","kulo1238","aust1307","Kulon",25.00238,121.32473
"11352","kuma1276","aust1307","Nêlêmwa-Nixumwak",-20.4035,164.193
"11354","kuma1278","aust1307","Kumalu",-7.1135,146.57
"11370","kumb1274","aust1307","Kumbewaha",-5.34485,123.154
"11415","kuni1263","aust1307","Kuni",-8.66368,146.874
"11438","kupa1239","aust1307","Kupang Malay",-10.2526,123.63
"11458","kuri1260","aust1307","Nabi",-2.80683,134.098
"11472","kurr1245","aust1307","Kur",-5.34077,131.986
"11476","kurt1250","aust1307","Kurti",-2.01187,147.036
"11484","kuru1305","aust1307","Kurudu",-1.8444,137.018
"11493","kusa1251","aust1307","Kusaghe-Njela",-8.04056,157.463
"11558","kwai1243","aust1307","Kwaio",-8.93744,160.965
"11581","kwam1252","aust1307","Kwamera",-19.5954,169.442
"11598","kwar1239","aust1307","Kwara'ae",-8.75779,160.804
"11686","labe1239","aust1307","Label",-4.46971,152.678
"11693","labo1244","aust1307","Ninde",-16.4291,167.442
"11697","labu1248","aust1307","Labu",-6.75,146.903
"11698","labu1249","aust1307","Labuk-Kinabatangan Kadazan",5.51924,117.507
"11731","lagh1246","aust1307","Laghu",-8.00509,158.961
"11741","laha1251","aust1307","Laha (Indonesia)",-3.70755,128.073
"11743","laha1253","aust1307","Lahanan",2.72734,113.947
"11769","laiy1246","aust1307","Laiyolo",-6.45512,120.483
"11778","laka1255","aust1307","Lakalei",-8.86372,125.716
"11798","lako1245","aust1307","Lakon",-14.29899,167.429382
"11803","laku1238","aust1307","Lakuramau",-2.883333,151.25
"11811","lala1268","aust1307","Lala",-8.93195,146.749
"11827","lama1277","aust1307","Lamaholot",-8.36439,122.803
"11828","lama1278","aust1307","Peripheral Lembata",-8.53225,123.442
"11829","lama1279","aust1307","Lamatuka",-8.39374,123.586
"11849","lamb1273","aust1307","Lamboya",-9.70434,119.344
"11859","lame1260","aust1307","Lamenu",-16.6098,168.171
"11877","lamo1244","aust1307","Lamogai",-5.87071,149.321
"11881","lamp1242","aust1307","Lampung Nyo",-4.43957,105.397
"11882","lamp1243","aust1307","Lampung Api",-5.73463,105.037
"11890","lana1236","aust1307","Lanas Lobu",5.39196,116.577
"11960","lapu1236","aust1307","Lapuyan Subanun",7.53449,123.13
"11963","lara1260","aust1307","Larantuka Malay",-8.4746,122.7619
"11969","lare1249","aust1307","Larevat",-16.1971,167.387
"11974","lari1255","aust1307","Larike-Wakasihu",-3.76522,127.956
"11979","lasa1237","aust1307","Lasalimu",-5.23602,123.129
"12008","latu1237","aust1307","Latu",-3.41302,128.667
"12013","laua1243","aust1307","Lauan",-18.2131,-178.785
"12016","lauj1238","aust1307","Lauje",0.50708,120.262
"12021","laur1249","aust1307","Laura",-9.4296,119.19
"12025","lauu1247","aust1307","Lau",-8.51018,160.872
"12028","lava1239","aust1307","Lavatbura-Lamusong",-3.21903,151.728
"12035","lawa1257","aust1307","Lawangan",-1.80261,115.876
"12043","lawu1237","aust1307","Lawunuia",-6.15201,155.129
"12069","ledo1238","aust1307","Ledo Kaili",-1.03033,120.132
"12086","lege1241","aust1307","Legenyem",-0.3592,130.749
"12090","leha1243","aust1307","Lehali",-13.5043,167.332
"12091","leha1244","aust1307","Lehalurup",-13.542726,167.343342
"12095","leip1237","aust1307","Leipon",-1.9665,147.226
"12106","lela1246","aust1307","Lelak",4.11426,114.029
"12112","lele1267","aust1307","Lelepa",-17.6042,168.202
"12115","lele1270","aust1307","Lele (Papua New Guinea)",-2.04783,147.207
"12130","leme1238","aust1307","Lemerig",-13.739697,167.420676
"12139","lemo1243","aust1307","Lemolang",-2.63313,120.27
"12143","lena1238","aust1307","Lenakel",-19.4763,169.261
"12151","leng1259","aust1307","Lengo",-9.56425,160.42
"12152","leng1260","aust1307","Lengilu",3.69641,115.91
"12163","lenk1247","aust1307","Lenkau",-2.33367,147.742
"12190","lesi1239","aust1307","Lesing-Gelimi",-6.19889,150.506
"12198","lete1241","aust1307","Letemboi-Repanbitip",-16.4339,167.566
"12202","leti1246","aust1307","Leti (Indonesia)",-8.19808,127.674
"12207","levu1239","aust1307","Central Lembata-Lewokukun",-8.47094,123.44
"12211","lewo1242","aust1307","Lewo",-16.7612,168.334
"12212","lewo1243","aust1307","Lewo Eleng",-8.35741,123.652
"12213","lewo1244","aust1307","Lewotobi",-8.54573,122.747
"12232","liab1237","aust1307","Liabuku",-5.32268,122.699
"12239","lian1255","aust1307","Liana-Seti",-3.11832,129.899
"12256","libo1242","aust1307","Libon",13.17,123.5
"12273","lihi1237","aust1307","Lihir",-3.18895,152.606
"12279","liki1241","aust1307","Liki",-1.60652,138.731
"12287","liku1243","aust1307","Likum",-2.16157,146.695
"12313","limo1248","aust1307","Limos Kalinga",17.6081,121.381
"12324","lind1248","aust1307","Tado-Lindu",-1.35748,120.063
"12331","ling1265","aust1307","Neverver",-16.1986,167.499
"12342","lioo1240","aust1307","Li'o",-8.68615,121.832
"12357","lisa1239","aust1307","Lisabata-Nuniali",-2.87434,128.265
"12360","lise1239","aust1307","Lisela",-3.27358,126.981
"12383","litz1237","aust1307","Naman",-16.1331,167.415
"12462","lola1248","aust1307","Lola",-6.34188,134.879
"12464","lola1250","aust1307","Lolak",0.85544,124.117
"12467","lole1239","aust1307","Lole",-10.8069,123.085
"12485","loma1261","aust1307","Lomaiviti",-18.0001,179.306
"12506","lonc1237","aust1307","Loncong",-0.02586,103.548
"12530","long1395","aust1307","Longgu",-9.75258,160.663
"12541","long1406","aust1307","Western Lowland Kenyah",3.85226,114.82
"12561","loni1238","aust1307","Loniu",-2.06124,147.35
"12563","lonw1238","aust1307","Lonwolwol",-16.2286,168.016
"12575","lora1237","aust1307","Lorang",-6.30338,134.41
"12577","lore1244","aust1307","Nethalp",-15.334763,167.166325
"12588","lote1237","aust1307","Lote",-5.954,150.911
"12594","loto1240","aust1307","Lo-Toga",-13.334872,166.634338
"12597","lotu1250","aust1307","Lotud",6.13732,116.232
"12603","loun1239","aust1307","Loun",-2.8778,128.912
"12610","louu1245","aust1307","Lou",-2.38659,147.346
"12644","lowe1412","aust1307","Tanudan Kalinga",17.3441,121.311
"12723","luan1263","aust1307","Luang",-8.18378,127.944
"12734","lubu1241","aust1307","Lubu",0.63989,99.74549
"12736","lubu1243","aust1307","Lubuagan Kalinga",17.3879,121.0365
"12756","luhu1243","aust1307","Luhu-Piru",-3.13187,127.966
"12800","lund1271","aust1307","Lundayeh",4.25064,115.5
"12807","lung1249","aust1307","Lungga",-8.17469,156.573
"12841","lusi1240","aust1307","Lusi",-5.55033,149.148
"12901","maan1238","aust1307","Ma'anyan",-2.1239,115.092
"12914","maba1278","aust1307","Maba (Indonesia)",0.59011,128.418
"12915","maba1279","aust1307","Mabaka Valley Kalinga",17.6683,121.073
"12969","mada1285","aust1307","Madak",-3.34342,151.967
"12979","made1253","aust1307","Salawati",-1.05325,130.833
"12999","madu1248","aust1307","Madukayang Kalinga",17.1794,121.236
"13001","maee1241","aust1307","Tirax",-15.9914,167.288
"13003","maen1235","aust1307","Maeng Itneg",17.2453,120.718
"13010","mafe1237","aust1307","Mafea",-15.4316,167.241
"13016","maga1263","aust1307","Mag-Anchi Ayta",15.1954,120.459
"13017","maga1264","aust1307","Southern Binukidnon",9.49196,122.769
"13028","magi1241","aust1307","Mag-Indi Ayta",14.9617,120.182
"13034","mago1248","aust1307","Magori",-10.2321,149.26
"13039","magu1243","aust1307","Maguindanao",6.9453,124.509
"13056","maha1309","aust1307","Mahafaly-Antanalana Malagasy",-24.2,44.5
"13070","maia1251","aust1307","Maiadomu",-9.47132,150.76
"13077","maii1238","aust1307","Maii",-16.7388,168.211
"13087","main1275","aust1307","Usun Apau Kenyah",3.42975,116.47431
"13100","mais1250","aust1307","Maisin",-9.22853,148.731
"13107","maiw1249","aust1307","Maiwala",-10.3282,150.33
"13108","maiw1250","aust1307","Maiwa (Indonesia)",-3.59444,119.978
"13130","maka1305","aust1307","Makassar Malay",-5.16108,119.408
"13136","maka1311","aust1307","Makasar",-5.65551,119.838
"13182","maku1277","aust1307","Maku'a",-8.40372,127.239
"13213","mala1479","aust1307","Central Malay",1.85856,103
"13214","mala1480","aust1307","Malayic Dayak",-2.78384,111.136
"13215","mala1481","aust1307","Manado Malay",1.48099,124.843
"13216","mala1482","aust1307","Malaccan Creole Malay",2.20265,102.240488
"13218","mala1484","aust1307","Malango",-9.61383,160.118
"13220","mala1487","aust1307","Malasanga",-5.9401,147.058
"13222","mala1489","aust1307","Malalamai",-5.77495,146.642
"13223","mala1491","aust1307","Malay Aklanon",11.8564,121.919
"13232","mala1534","aust1307","Malaweg",17.844833,121.391322
"13256","male1289","aust1307","Maleu-Kilenge",-5.61613,148.445
"13262","malf1237","aust1307","Na'ahai",-16.5499,167.509
"13275","mali1283","aust1307","Malimpung",-3.6996,119.76
"13286","malo1243","aust1307","Tamambo",-15.6835,167.16
"13288","malo1245","aust1307","Malol",-3.11695,142.244
"13297","malu1245","aust1307","Malua-Tepërav",-15.9813,167.208
"13314","mama1275","aust1307","Minamanwa",9.44744,125.548
"13315","mama1276","aust1307","Mamasa",-3.0811,119.484
"13327","mamb1305","aust1307","Mamboru",-9.42302,119.55
"13328","mamb1306","aust1307","Mambae",-9.19552,125.475
"13349","mamu1254","aust1307","Mamusi",-5.84776,151.033
"13350","mamu1255","aust1307","Mamuju",-2.50762,119.082
"13363","mana1295","aust1307","Manam",-4.07921,145.033
"13407","mand1440","aust1307","Mandara",-2.7828,151.956
"13408","mand1442","aust1307","Mandar",-3.34717,119.068
"13458","mang1401","aust1307","Mangareva",-23.1095,-134.97
"13460","mang1403","aust1307","Mangseng",-5.89752,150.68
"13461","mang1404","aust1307","Mangga Buang",-6.99891,146.685
"13462","mang1405","aust1307","Manggarai",-8.55748,120.329
"13465","mang1408","aust1307","Mangole",-1.87941,125.822
"13491","mani1297","aust1307","Manipa",-3.30342,127.565
"13519","mano1275","aust1307","Manombai",-5.94468,134.329
"13526","mans1262","aust1307","Mansaka",6.79221,126.181
"13539","manu1258","aust1307","Manusela",-3.1109,129.429
"13568","maor1246","aust1307","Maori",-38.2881,176.541
"13575","mapi1250","aust1307","Mapia",0.908889,134.304722
"13579","mapo1242","aust1307","Mapos Buang",-6.86672,146.774
"13587","mapu1244","aust1307","Mapun",6.09061,118.75
"13613","mara1397","aust1307","Marau",-1.66738,135.797
"13615","mara1399","aust1307","Maragus",-16.0695,167.33
"13619","mara1404","aust1307","Maranao",7.79414,124.175
"13676","mari1426","aust1307","Sunwadia",-14.970047,168.057941
"13678","mari1428","aust1307","Marik",-5.349,145.59
"13679","mari1429","aust1307","Mari (Madang Province)",-5.97399,145.828
"13680","mari1430","aust1307","Mariri",-6.15097,134.88107
"13709","maro1244","aust1307","Marovo",-8.37943,157.747
"13729","mars1254","aust1307","Marshallese",8.72,167.73
"13761","masa1307","aust1307","Masadiit Itneg",17.4501,120.829
"13773","masb1237","aust1307","Masbate Sorsogon",12.8438,124.002
"13774","masb1238","aust1307","Masbatenyo",12.21453,123.63579
"13795","masi1265","aust1307","Masimasi",-2.00717,139.04
"13796","masi1266","aust1307","Masiwang",-3.29547,130.601
"13798","masi1268","aust1307","Masikoro Malagasy",-22.5582,43.8156
"13804","mask1242","aust1307","Maskelynes",-16.5073,167.818
"13834","matb1237","aust1307","Matbat",-1.8801,130.075
"13846","mati1250","aust1307","Matigsalug Manobo",7.72124,125.16
"13857","mato1252","aust1307","Mato",-5.91639,146.859
"13869","matu1261","aust1307","Matukar",-4.9078,145.779
"13914","maya1282","aust1307","Misool-Salawati Ma'ya",-1.22329,130.909
"13931","mayo1262","aust1307","Mayoyao Ifugao",16.9984,121.29
"14076","mbul1263","aust1307","Mbula",-5.66965,148.041
"14095","meaa1237","aust1307","Mea",-21.4939,165.771
"14104","mede1237","aust1307","Medebur",-4.49918,145.425
"14147","meke1243","aust1307","Mekeo",-8.23853,146.586
"14164","mele1250","aust1307","Mele-Fila",-17.6841,168.275
"14190","mend1267","aust1307","Mendalam Kayan",0.98794,113.286
"14198","meng1267","aust1307","Mengen",-5.47036,151.373
"14213","ment1249","aust1307","Mentawai",-1.41092,98.9401
"14215","ment1251","aust1307","Menterap",-0.293181,110.670512
"14221","meos1237","aust1307","Meoswar",-2.07828,134.378
"14224","mera1242","aust1307","Meramera",-4.97468,151.528
"14231","mere1242","aust1307","Merei",-15.2839,166.905
"14239","merl1237","aust1307","Merlav",-14.450679,168.053527
"14334","midd1327","aust1307","Middle Watut",-6.88249,146.399126
"14442","mina1268","aust1307","Minangkabau",-0.896,100.44
"14443","mina1269","aust1307","Minaveha",-9.59922,150.501
"14459","mind1255","aust1307","Mindiri",-5.5,146.15
"14474","mini1251","aust1307","Minigir",-4.31803,152.005
"14491","mino1243","aust1307","Minokok",5.43348,116.759
"14534","misi1243","aust1307","Misima-Paneati",-10.6821,152.696
"14560","miuu1237","aust1307","Miu",-5.88037,149.557
"14631","moda1244","aust1307","Modang",0.80793,116.573
"14691","moke1240","aust1307","Mokerang",-2.01602,147.423
"14693","moke1242","aust1307","Moken",10.1474,98.6765
"14694","moki1238","aust1307","Mokilese",6.65651,159.776
"14699","mokl1243","aust1307","Moklen",8.16761,98.3176
"14711","molb1237","aust1307","Molbog",7.956663,117.030502
"14721","moli1248","aust1307","Molima",-9.57457,150.614
"14737","moma1242","aust1307","Moma",-1.4313,120.009
"14755","mond1265","aust1307","Mondropolon",-2.01359,146.931
"14774","mong1342","aust1307","Mongondow",0.64616,124.114
"14797","mono1273","aust1307","Mono-Alu",-7.05102,155.76
"14843","mori1267","aust1307","Moriori",-44,-176.5
"14844","mori1268","aust1307","Mori Bawah",-2.56016,121.37
"14845","mori1269","aust1307","Mori Atas",-2.2555,121.035
"14853","morm1235","aust1307","Mor (Mor Islands)",-2.87055,135.95
"14860","moro1286","aust1307","Ande",-15.3498,166.891
"14861","moro1287","aust1307","Moronene",-4.62361,121.824
"14870","mort1237","aust1307","Mortlockese",5.50735,153.710778
"14888","mota1237","aust1307","Mota",-13.835361,167.690924
"14892","motl1237","aust1307","Mwotlap",-13.655015,167.706277
"14896","motu1246","aust1307","Motu",-9.67492,147.424
"14899","mouk1239","aust1307","Mouk-Aria",-5.71155,149.158
"14916","moya1235","aust1307","Moyadan Itneg",17.4232,120.702
"14948","mpot1241","aust1307","Mpotovoro",-15.8988,167.232
"14967","mtir1235","aust1307","Mt. Iriga Agta",13.4566,123.463
"14968","mtir1236","aust1307","Mt. Iraya Agta",13.4588,123.552
"14971","mual1241","aust1307","Mualang",0.31083,111.077
"14987","mudu1242","aust1307","Muduapa",-4.69751,149.489
"15044","muna1247","aust1307","Muna",-5.40419,122.541
"15069","mung1269","aust1307","Munggui",-1.66773,135.918
"15109","muri1259","aust1307","Murik (Malaysia)",3.7519,114.434
"15116","murp1234","aust1307","Mur Pano",-5.6642,146.522
"15148","musi1241","aust1307","Musi",-2.93987,103.945
"15156","muso1238","aust1307","Musom",-6.53817,146.93
"15161","muss1246","aust1307","Mussau-Emira",-1.44105,149.624
"15173","mutu1242","aust1307","Mutu",-5.79405,148.014
"15180","muyu1244","aust1307","Muyuw",-9.195,152.731
"15204","mwat1237","aust1307","Mwatebu",-10.0271,151.066
"15263","nafi1237","aust1307","Nafi",-6.43306,146.815
"15280","nage1237","aust1307","Nage",-8.70513,121.31
"15323","naji1240","aust1307","Najit",-15.95455,167.19801
"15328","naka1262","aust1307","Nakanai",-5.59931,150.888
"15329","naka1263","aust1307","Naka'ela",-2.85543,128.516
"15354","nali1244","aust1307","Nalik",-2.94411,151.332
"15355","nali1245","aust1307","Nali",-2.14273,147.202
"15356","nalo1235","aust1307","Nalögo",-10.8,165.8
"15365","nama1268","aust1307","Namakura",-16.8979,168.569
"15393","namo1247","aust1307","Namonuito",8.584627,149.685202
"15394","namo1248","aust1307","Namosi-Naitasiri-Serua",-18.5308,177.637
"15404","namu1249","aust1307","Namut-Nginamanu",-8.578948,120.975435
"15424","nang1262","aust1307","Nanggu",-10.7441,165.887
"15454","napu1241","aust1307","Napu",-1.43707,120.338
"15459","nara1263","aust1307","Narango",-15.5259,167.047
"15468","naro1251","aust1307","Narom",4.42115,114.011
"15480","nasa1239","aust1307","Nasal",-4.8652,103.5719
"15481","nasa1240","aust1307","Nasarian",-16.3497,167.414
"15493","nasv1234","aust1307","Nasvang",-16.458173,167.639563
"15498","nata1254","aust1307","Northern Amis",23.9386,121.59
"15506","nati1244","aust1307","Nati",-16.468709,167.496054
"15509","natu1246","aust1307","Natügu",-10.6771,165.835
"15514","naue1237","aust1307","Nauete",-8.70733,126.741
"15518","naun1237","aust1307","Nauna",-2.21213,148.201
"15520","naur1243","aust1307","Nauru",-0.52957,166.922
"15525","navu1237","aust1307","Navut",-15.3169,166.798
"15526","navw1234","aust1307","Navwien",-16.502947,167.554419
"15660","nege1240","aust1307","Negeri Sembilan Malay",2.66503,102.291
"15670","neha1247","aust1307","Nehan",-4.56875,154.2
"15681","neku1237","aust1307","Neku",-21.6524,165.578
"15686","nemi1240","aust1307","Nemi",-20.6791,164.797
"15691","neng1238","aust1307","Nengone",-21.5305,167.964
"15709","nese1235","aust1307","Nese",-15.952608,167.222769
"15726","newc1244","aust1307","New Caledonian Javanese",-22.3001,166.445
"15755","ngad1261","aust1307","Ngad'a",-8.79508,120.976
"15760","ngaj1237","aust1307","Ngaju",-1.58463,112.794
"15869","ngga1239","aust1307","Garo (Sumba)",-9.71011,119.25403
"15950","ngul1236","aust1307","Nguluwan",8.45,137.34
"16002","nias1242","aust1307","Nias",0.90691,97.4961
"16043","nila1244","aust1307","Nila",-6.734956,129.512131
"16057","nimo1246","aust1307","Nimoa",-11.2297,153.158
"16111","nisv1234","aust1307","Nisvai",-16.41306,167.785556
"16114","niti1249","aust1307","Nitita",-16.2,167.46
"16117","niua1240","aust1307","Niuafo'ou",-15.6014,-175.64
"16118","niua1241","aust1307","Niuatoputapu",-15.957686,-173.778333
"16119","niue1239","aust1307","Niuean",-19.06,-169.86
"16121","niva1239","aust1307","Nivat",-16.27185,167.45138
"16125","niwe1234","aust1307","Niwer Mil",-3.47,153.2
"16137","njav1234","aust1307","Njav",-15.97567,167.25844
"16228","noku1237","aust1307","Nokuku",-14.8974,166.603
"16492","nort2828","aust1307","North Moluccan Malay",-0.86437,128.323
"16497","nort2836","aust1307","North Efate",-17.5774,168.375
"16500","nort2839","aust1307","North Ambrym",-16.1741,168.14
"16504","nort2845","aust1307","North Marquesan",-8.89412,-140.108
"16506","nort2847","aust1307","North Tanna",-19.3733,169.303
"16514","nort2857","aust1307","North Watut",-6.64084,146.218
"16517","nort2860","aust1307","North Babar",-7.84311,129.743
"16521","nort2864","aust1307","Wemale",-3.05143,128.839
"16523","nort2867","aust1307","North Nuaulu",-2.93154,129.277
"16530","nort2875","aust1307","Northern Alta",15.6913,121.454
"16531","nort2877","aust1307","Northern Kankanay",17.1057,120.786
"16535","nort2883","aust1307","Northern Catanduanes Bicolano",13.9032,124.27
"16537","nort2885","aust1307","Northern Subanen",8.5232,123.588
"16541","nort2890","aust1307","Northern Betsimisaraka Malagasy",-19.9184,48.812
"16631","nort2994","aust1307","Northern Roglai",12.1967,108.849
"16763","nort3262","aust1307","Northern Tidung",5.8606,117.5455
"16922","nots1237","aust1307","Notsi",-3.0557,151.661
"17160","nucl1460","aust1307","Madurese",-7,113
"17185","nucl1487","aust1307","Northwest Viti Levu",-18.134562,177.538969
"17518","nuku1258","aust1307","Nukumanu",-4.576321,159.48537
"17519","nuku1259","aust1307","Nukuria",-3.40038,154.731
"17520","nuku1260","aust1307","Nukuoro",3.84,154.975
"17530","numb1247","aust1307","Numbami",-7.52806,147.298
"17532","nume1241","aust1307","Nume",-14.230149,167.593474
"17533","nume1242","aust1307","Numee",-22.2689,166.705
"17579","nusa1245","aust1307","Nusa Laut",-3.67727,128.776
"17619","nyal1254","aust1307","Belep",-19.72,163.66
"17701","nyin1250","aust1307","Nyindrou",-2.1143,146.627
"17742","oass1237","aust1307","Oas",13.17,123.5
"17763","obom1235","aust1307","Obo Manobo",7.29141,125.09
"17869","okol1241","aust1307","Okolod",4.53989,115.753
"17947","oldm1243","aust1307","Old Malay",-0.648259,103.353479
"18001","olra1234","aust1307","Olrat",-14.313,167.433
"18053","onin1245","aust1307","Onin",-2.75976,132.062
"18065","onto1237","aust1307","Luangiua",-5.49029,159.701
"18092","oran1258","aust1307","Orang Kanaq",1.88296,104.008
"18093","oran1259","aust1307","Orang Seletar",1.45841,103.766
"18121","orko1234","aust1307","Orkon-Fanbak",-16.210501,168.212109
"18126","ormu1248","aust1307","Ormu",-2.51361,140.6015
"18130","oroh1237","aust1307","Oroha",-9.7386,161.513
"18148","orow1242","aust1307","Orowe",-21.6269,165.473
"18171","osin1237","aust1307","Osing",-8.25262,114.292
"18207","otda1235","aust1307","Ot Danum",-0.3955,113.469
"18241","ouma1237","aust1307","Ouma",-10.2288,149.101
"18258","owaa1237","aust1307","Owa",-10.82553,162.30467
"18268","oyao1237","aust1307","Oya'oya",-10.5392,150.658
"18286","paaf1237","aust1307","Pááfang",8.610194,152.240167
"18287","paam1238","aust1307","Paama",-16.47548,168.23693
"18315","pado1242","aust1307","Padoe",-2.60642,121.236
"18346","paic1239","aust1307","Paicî",-21.096,165.15
"18364","paiw1248","aust1307","Paiwan",22.3271,120.806
"18376","pakt1239","aust1307","Pak-Tong",-2.05269,147.767
"18378","paku1239","aust1307","Paku",-1.9063,115.087
"18390","pala1344","aust1307","Palauan",7.34138,134.476678
"18434","palu1252","aust1307","Palu'e",-8.32877,121.718
"18435","palu1253","aust1307","Paluan",5.02715,116.346
"18457","pamo1252","aust1307","Pamona",-1.62663,121.268
"18461","pamp1243","aust1307","Pampanga",14.9603,120.502
"18462","pamp1244","aust1307","Pamplona Atta",18.4738,121.3
"18477","pana1303","aust1307","Panasuan",-2.24049,119.65
"18490","panc1247","aust1307","Pancana",-5.29587,122.968
"18498","pand1268","aust1307","Pandeglang",-6.3285,106.11372
"18508","pang1290","aust1307","Pangasinan",15.9377,120.365
"18509","pang1291","aust1307","Pangutaran Sama",6.27167,120.536
"18527","pann1239","aust1307","Pannei",-3.21973,119.191
"18555","papa1265","aust1307","Papapana",-5.92283,155.289
"18558","papa1268","aust1307","Papar",5.57378,115.58
"18563","papi1254","aust1307","Papitalai",-2.06222,147.417
"18566","papo1239","aust1307","Papora-Hoanya",24.324,120.577
"18568","papu1250","aust1307","Papuan Malay",-2.53482,139.651
"18569","papu1251","aust1307","Papuma",-1.77301,135.907
"18583","para1306","aust1307","Paranan",17,122.372
